catalog_number	plate_location	rack_number	apex_cas_number	apex_item_name	apex_molecular_weight	apex_molecular_formula	apex_smiles	apex_valid_smiles	failed_cas_number	failed_item_name	failed_smiles	super_parent_smiles	super_parent_exact_mass	super_parent_molecular_weight	super_parent_molecular_formula	pubchem_cid
A4099	D09	1	1069-66-5	Valproic acid sodium salt (Sodium valproate)	166.19	C8H15NaO2	CCCC(CCC)C(=O)[O-].[Na+]	True	False	False	False	CCCC(CCC)C(=O)O	144.115029752	144.214	C8H16O2	16760703
A8369	F05	1	5908-99-6	Atropine	694.83	2(C17H23NO3).H2O.H2SO4	CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.O.OS(=O)(=O)O	True	False	False	False	CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2	289.167793596	289.375	C17H23NO3	
A8407	F08	1	1961-12-1	Dibucaine (Cinchocaine) HCl	379.92	C20H29N3O2.HCl	CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC.Cl	True	True	False	False	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1	343.22597716800004	343.4710000000002	C20H29N3O2	521951
A8462	G01	1	6080-58-6	Lithium Citrate	281.98	C6H5O7.4H2O.3Li	[Li+].[Li+].[Li+].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.O.O.O.O	True	False	False	False	O=C(O)CC(O)(CC(=O)O)C(=O)O	192.02700259600002	192.12300000000002	C6H8O7	2724118
B1134	G11	1	1508-65-2	Oxybutynin chloride	393.95	C22H32ClNO3	CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl	True	False	False	False	CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1	357.230393852	357.494	C22H31NO3	91505
B1270	H03	1	16994-56-2	Reserpine hydrochloride	645.14	C33H41ClN2O9	COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC.Cl	True	False	False	False	COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC	608.27338086	608.6880000000003	C33H40N2O9	21155894
B1358	H05	1	51-42-3	Epinephrine Bitartrate	333.29	C9H13NO3.C4H6O6	CNCC(C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O	True	False	False	False	CNCC(O)c1ccc(O)c(O)c1	183.089543276	183.207	C9H13NO3	5815
B1482	H10	1	62-31-7	Dopamine HCl	189.64	C8H11NO2.HCl	C1=CC(=C(C=C1CCN)O)O.Cl	True	False	False	False	NCCc1ccc(O)c(O)c1	153.078978592	153.181	C8H11NO2	65340
B1669	A05	2	117772-70-0	Azithromycin Dihydrate	785.02	C38H72N2O12.2H2O	CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O.O.O	True	False	False	False	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O	748.5085257439999	748.9960000000002	C38H72N2O12	3033819
B1689	A08	2	1405-37-4	Capreomycin Sulfate	750.78	C25H44N14O7.H2SO4	O=C([C@]([H])(C)NC([C@](N)([H])CNC1=O)=O)N[C@@]([H])(CNC(CC(CCCN)N)=O)C(NC(C(N[C@@]1([H])[C@@H]2CCNC(N)=N2)=O)=CNC(N)=O)=O.[xH2SO4]	False	False	False	False	NCCCC(N)C(=O)NCC1NC(=O)C(CO)NC(=O)C(N)CNC(=O)C(C2CCN=C(N)N2)=NC(=O)C(CNC(N)=O)NC1=O	654.331004304	654.6899999999997	C24H42N14O8	22836615
B1719	A10	2	156-57-0	Cysteamine HCl	113.61	C2H7NS.HCl	C(CS)N.Cl	True	False	False	False	NCCS	77.029920224	77.152	C2H7NS	9082
B1754	B04	2	5053-8-7	Fenspiride HCl	296.79	C15H21ClN2O2	C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3.Cl	True	True	False	False	O=C1NCC2(CCN(CCc3ccccc3)CC2)O1	260.15247788	260.337	C15H20N2O2	68626
B1770	B05	2	51-74-1	Histamine Phosphate	307.14	C5H9N.2H3O4P	C1=C(NC=N1)CCN.OP(=O)(O)O.OP(=O)(O)O	True	False	False	False	NCCc1c[nH]cn1	111.07964728799999	111.14800000000001	C5H9N3	65513
B1808	B09	2	1263-89-4	Paromomycin Sulfate	713.71	C23H45N5O14.xH2O4S	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O	True	False	False	False	NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O	615.29630112	615.6340000000002	C23H45N5O14	441375
B1816	B10	2	54-71-7	Pilocarpine HCl	244.72	C11H16N2O2.HCl	Cl[H].O=C1OC([H])([H])[C@@](C([H])([H])C2=C([H])N=C([H])N2C([H])([H])[H])([H])[C@]1([H])C([H])([H])C([H])([H])[H]	True	False	False	False	CCC1C(=O)OCC1Cc1cncn1C	208.121177752	208.261	C11H16N2O2	5909
B1830	B11	2	153-98-0	Serotonin HCl	212.68	C10H12N2O.HCl	C1=CC2=C(C=C1O)C(=CN2)CCN.Cl	True	False	False	False	NCCc1c[nH]c2ccc(O)cc12	176.094963004	176.21899999999994	C10H12N2O	160436
B1834	C01	2	134-03-2	Sodium ascorbate	198.11	C6H7NaO6	O=C1C(O)=C([O-])[C@@H]([C@@H](O)CO)O1.[Na+]	True	False	False	False	OCC(O)c1oc(O)c(O)c1O	176.032087976	176.12399999999997	C6H8O6	23667548
B1838	C02	2	7632-00-0	Sodium Nitrite	69.0	HNO2.Na	N(=O)[O-].[Na+]	True	False	False	False	O=NO	47.000728272	47.013000000000005	HNO2	23668193
B1852	C07	2	1967-3-8	Thiamine HCl (Vitamin B1)	337.27	C12 H17N4OS.HCl	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-]	True	True	False	False	Cc1nc(=N)c(C[n+]2csc(CCO)c2C)c[nH]1	265.11175858409	265.36199999999997	C12H17N4OS+	6202
B1934	D07	2	461-05-2	DL-Carnitine HCl	197.66	C7H15NO3.HCl	C[N+](C)(C)CC(CC(=O)O)O.[Cl-]	True	False	False	False	C[N+](C)(C)CC(O)CC(=O)O	162.11246979209	162.209	C7H16NO3+	5970
B1967	D10	2	1722-62-9	Mepivacaine HCl	282.81	C15H22N2O.HCl	CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C.Cl	True	False	False	False	Cc1cccc(C)c1NC(=O)C1CCCCN1C	246.173213324	246.35399999999993	C15H22N2O	66070
B1992	E03	2	1476-53-5	Novobiocin Sodium	634.61	C31H35N2O11.Na	CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)[O-])CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O.[Na+]	True	False	False	False	COC1C(OC(N)=O)C(O)C(Oc2ccc3c(=O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(O)oc3c2C)OC1(C)C	612.2319099719999	612.6320000000002	C31H36N2O11	
B1995	E04	2	770-05-8	(+,-)-Octopamine HCl	189.64	C8H11NO2.HCl	C1=CC(=CC=C1C(CN)O)O.Cl	True	False	False	False	NCC(O)c1ccc(O)cc1	153.078978592	153.181	C8H11NO2	102484
B2003	E07	2	70458-95-6	Pefloxacin Mesylate	429.46	C18H24FN3O6S	CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O.CS(=O)(=O)O	True	False	False	False	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21	333.14886971999994	333.363	C17H20FN3O3	119525
B2017	E09	2	58-56-0	Pyridoxine HCl	205.64	C8H11NO3 .HCl	CC1=NC=C(C(=C1O)CO)CO.Cl	True	False	False	False	Cc1ncc(CO)c(CO)c1O	169.073893212	169.17999999999998	C8H11NO3	6019
B2034	E10	2	3810-74-0	Streptomycin sulfate	1457.38	2C21H39N7O12.3H2SO4	CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O	True	False	False	False	CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O	581.265669688	581.5800000000003	C21H39N7O12	19648
B2063	F02	2	68-19-9	Vitamin B12	1355.37	C63H88CoN14O14P	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]	True	False	False	False	CC1=C2N=C(C=C3N=C(C(C)C4=NC(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)(O)OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O	1271.6467811899995	1272.4529999999993	C62H90N13O14P	
B2070	F05	2	5451-9-2	5-Aminolevulinic acid HCl	167.59	C5H9NO3.HCl	NCC(CCC(O)=O)=O.Cl	True	True	False	False	NCC(=O)CCC(=O)O	131.058243148	131.13099999999997	C5H9NO3	123608
B2274	G05	2	5875-6-9	Proparacaine HCl	330.85	C16H26N2O3.HCl	CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N.Cl	True	True	False	False	CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N	294.194342692	294.395	C16H26N2O3	517321
B2285	G09	2	23541-50-6	Daunorubicin HCl	563.98	C27H30ClNO10	Cl[H].O=C(C([H])([H])[H])[C@@](C([H])([H])[C@]1([H])O[C@](C([H])([H])[C@]2([H])N([H])[H])([H])O[C@](C([H])([H])[H])([H])[C@@]2([H])O[H])(C([H])([H])C3=C1C(O[H])=C(C(C4=C5C([H])=C([H])C([H])=C4OC([H])([H])[H])=O)C(C5=O)=C3O[H])O[H]	True	False	False	False	COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(N)C(O)C(C)O1)CC(O)(C(C)=O)C=4	527.1791461279998	527.5260000000003	C27H29NO10	62770
B6523	B03	3	334-50-9	Spermidine trihydrochloride	254.63	C7H19N3.3HCl	NCCCCNCCCN.Cl.Cl.Cl	True	False	False	False	NCCCCNCCCN	145.15789760799998	145.25	C7H19N3	9539
B7587	B08	3	58-58-2	Puromycin dihydrochloride	544.43	C22H29N7O5.2HCl	O[C@H]1[C@H]([C@@H](CO)O[C@H]1N2C3=NC=NC(N(C)C)=C3N=C2)NC([C@H](CC(C=C4)=CC=C4OC)N)=O.Cl.Cl	True	False	False	False	COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1	471.223017028	471.5180000000002	C22H29N7O5	
C3119	C07	3	21898-19-1	Clenbuterol (hydrochloride)	313.7	C12H18Cl2N2O ? HCl	ClC1=CC(C(O)CNC(C)(C)C)=CC(Cl)=C1N.Cl	True	False	False	False	CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1	276.079618556	277.195	C12H18Cl2N2O	5702273
C5167	C08	3	751-94-0	Fusidic Acid (sodium salt)	538.7	C31H47O6 ? Na	O[C@@H]1CC[C@@]2(C)[C@](CC[C@@]3(C)[C@@]2([H])[C@H](O)C[C@]4([H])[C@]3(C)C[C@H](OC(C)=O)/C4=C(C([O-])=O)/CC/C=C(C)/C)([H])[C@@H]1C.[Na+]	True	False	False	False	CC(=O)OC1=C(C(CCC=C(C)C)C(=O)O)C2CC(O)C3C4(C)CCC(O)C(C)C4CCC3(C)C2(C)C1	516.3450892559999	516.7190000000004	C31H48O6	23672955
C5593	C09	3	52152-93-9	Cefsulodin (sodium salt)	554.5	C22H19N4O8S2 ? Na	O=C(N[C@@H]1C(N2[C@]1([H])SCC(C[N+]3=CC=C(C(N)=O)C=C3)=C2C([O-])=O)=O)[C@H](S([O-])(=O)=O)C4=CC=CC=C4.[Na+]	True	False	False	False	NC(=O)c1cc[n+](C=C2CSC3C(NC(=O)C(c4ccccc4)S(=O)(=O)[O-])C(=O)N3C2C(=O)O)cc1	532.0722555999998	532.5560000000003	C22H20N4O8S2	
N1339	E04	3	34316-15-9	Chelerythrine	383.83	C21H18ClNO4	C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5.[Cl-]	True	False	False	False	COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC	348.1230344760899	348.3780000000001	C21H18NO4+	2703
N1555	A05	4	2188-68-3	Lycorine chloride	323.77	C16H18ClNO4	Cl[H].[H][C@@]1([C@@](C2=C([H])C3=C4OC([H])([H])O3)([H])[C@]5([H])O[H])N(C([H])([H])C2=C4[H])C([H])([H])C([H])([H])C1=C([H])[C@]5([H])O[H]	True	False	False	False	OC1C=C2CCN3Cc4cc5c(cc4C(C1O)C23)OCO5	287.115758024	287.31499999999994	C16H17NO4	164943
N1650	C07	4	76494-51-4	Ligustrazine Hydrochloride	172.66	C8H12N2.HCl.2H2O	CC1=C(N=C(C(=N1)C)C)C.Cl	True	False	False	False	Cc1nc(C)c(C)nc1C	136.100048384	136.198	C8H12N2	156709
N1692	D11	4	225937-10-0	(+)-Catechin hydrate	308.28	C15H14O7	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O.O	True	False	False	False	Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2	290.07903816799995	290.271	C15H14O6	107957
N1699	E03	4	633-65-8	Berberine hydrochloride	371.81	C20H18ClNO4	[H]C(C([H])([H])C1=C2[H])([H])[N+](C([H])=C(C(OC([H])([H])[H])=C3OC([H])([H])[H])C(C([H])=C3[H])=C4[H])=C4C1=C([H])C5=C2OC([H])([H])O5.[Cl-]	True	False	False	False	COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2	336.1230344760899	336.3670000000001	C20H18NO4+	12456
N1700	E04	4	590-46-5	Betaine hydrochloride	153.61	C5H11NO2 HCl	C[N+](C)(C)CC(=O)O.[Cl-]	True	False	False	False	C[N+](C)(C)CC(=O)O	118.08625504409	118.15599999999998	C5H12NO2+	11545
N1701	E05	4	6020-18-4	Coptisine chloride	355.77	C19H14NO4Cl	[H]C(C([H])([H])C1=C2[H])([H])[N+](C([H])=C(C3=C4OC([H])([H])O3)C(C([H])=C4[H])=C5[H])=C5C1=C([H])C6=C2OC([H])([H])O6.[Cl-]	True	False	False	False	c1c2c(cc3c1OCO3)-c1cc3ccc4c(c3c[n+]1CC2)OCO4	320.0917343480899	320.32400000000007	C19H14NO4+	72321
N1704	E06	4	65-19-0	Yohimbine Hydrochloride	390.9	C21H26N2O3.HCl	COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O.Cl	True	False	False	False	COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21	354.194342692	354.45	C21H26N2O3	6169
N1940	F03	5	69659-80-9	Tanshinone IIA---sulfonic sodium	396.39	C19H17O6S.Na	CC1=C(OC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C)S(=O)(=O)[O-].[Na+]	True	False	False	False	Cc1c(S(=O)(=O)O)oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C	374.0824092959999	374.41400000000004	C19H18O6S	23669322
N2053	G05	5	70674-90-7	Catharanthine Sulfate	434.51	C21H26N2O6S	CCC1=CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC.OS(=O)(=O)O	True	False	False	False	CCC1=CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13	336.18377800799993	336.43500000000006	C21H24N2O2	73356992
N2076	G08	5	633-66-9	Berberine Sulfate	433.43	C20H19NO8S	COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.OS(=O)(=O)[O-]	True	False	False	False	COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2	336.1230344760899	336.36700000000013	C20H18NO4+	12457
N2182	A07	6	343-27-1	Harmine hydrochloride	248.71	C13H13ClN2O	CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC.Cl	True	False	False	False	COc1ccc2c(c1)[nH]c1c(C)nccc12	212.094963004	212.25199999999998	C13H12N2O	5359389
N2189	A09	6	6080-33-7	Sinomenine Hydrochloride	365.85	C19H24ClNO4	CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC.Cl	True	False	False	False	COC1=CC2C3Cc4ccc(OC)c(O)c4C2(CCN3C)CC1=O	329.162708216	329.3960000000001	C19H23NO4	5464452
N2233	B09	6	2385-63-9	Liensinine Perchlorate	811.67	C37H42N2O6.2(HClO4)	CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC.OCl(=O)(=O)=O	True	False	False	False	COc1cc2c(cc1OC)C(Cc1ccc(O)c(Oc3cc4c(cc3OC)CCN(C)C4Cc3ccc(O)cc3)c1)N(C)CC2	610.3042870640002	610.7510000000003	C37H42N2O6	71307566
N2479	G08	6	104112-82-5	Phellodendrine chloride	377.85	C20H24NO4Cl	C[N+]12CCC3=CC(=C(C=C3C1CC4=CC(=C(C=C4C2)OC)O)O)OC.[Cl-]	True	False	False	False	COc1cc2c(cc1O)CC1c3cc(O)c(OC)cc3CC[N+]1(C)C2	342.1699846680899	342.415	C20H24NO4+	59818
N2505	H02	6	149-64-4	Scopolamine butylbromide	416.57	C25H38NO4Br	O=C([C@H](C1=CC=CC=C1)CO)O[C@H]2C[C@@H]3[N@@+](CCCC)(C)[C@H](C2)[C@H]4O[C@@H]34.[Br-]	True	False	False	False	CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12	360.21693486008996	360.4740000000001	C21H30NO4+	6852391
N2570	H09	6	114-49-8	Scopolamine hydrobromide	384.26	C17H22BrNO4	CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4.Br	True	False	False	False	CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12	303.147058152	303.35799999999995	C17H21NO4	6603108
N2577	A01	7	6138-41-6	Trigonelline Hydrochloride	173.6	C7H8ClNO2	C[N+]1=CC=CC(=C1)C(=O)O.[Cl-]	True	False	False	False	C[n+]1cccc(C(=O)O)c1	138.05495491609	138.146	C7H8NO2+	134606
